sentence,label_text,label
"When Chinese Consumers Stay Home, the World’s Retailers Take Hit",negative,0
Why pensions across the world are in crisis https://t.co/JJxAS7ufuD,negative,0
Why the chances for a 'V'-shaped economic recovery are getting less likely by the day https://t.co/lHQWO98vjc,negative,0
"With milk prices plunging to lows, dairy farmers are dumping the product to curb an oversupply during the… https://t.co/iUjDjzQiS9",negative,0
"""The worst is behind us for this cyclical bear market that began two years ago, not last month,"" said a Morgan Stan… https://t.co/e8xnMsmKNI",positive,2
"""Things are normalizing"": ETF market action is ""encouraging"" despite economic worries, investor says. (via… https://t.co/NBVbsSAg84",positive,2
⚡️ Wind speeds are up globally. That's good news for renewable energy. https://t.co/loLhTI7Sgs,positive,2
"A 16,700% return in 50 years makes Hong Kong's benchmark stock index the world's best https://t.co/n1z62yd415 https://t.co/83tvS3rUoh",positive,2
A Little Less Trade Uncertainty as 2019 Winds Down: Economy Week,positive,2
A signal that investors may be ready to take on more risk https://t.co/EWEtJCkBEd,positive,2
AutoZone has benefited from a variety of factors such as a healthy U.S. consumer and more older vehicles on the road https://t.co/WJqhPK5iNb,positive,2
Blockbusters like ‘Frozen 2’ will make Disney the first studio to earn $10 billion at the global box office in a si… https://t.co/4e8v3Uo3E4,positive,2
Buy-the-Dip Becomes Buy Into Strength As Reports Of Virus Treatment Provide New Boost,positive,2
Canada’s ‘Big Six’ banks are staging a comeback https://t.co/tU3FgRapuZ,positive,2
"Coronavirus update: New York possibly near apex, markets open the week higher https://t.co/LgEwCjyMPN by @AnjKhem https://t.co/2J8sYD1iPh",positive,2
"Demand for U.K. Office Space as Strong as Ever, Says JLL U.K. CEO",positive,2
Economic volatility is at a record low: Morning Brief,positive,2
"Fifteen days ago, the S&P 500 was mired in a bear market. On Tuesday, at least technically, it rocketed into a new… https://t.co/w6y2NEhF6F",positive,2
"Financial markets latched on to figures suggesting that New York's coronavirus cases may have plateaued. As it is,… https://t.co/dUi7TdhmVj",positive,2
"For decades, the U.S. was the unquestioned leader in space travel. Now, the private space industry is taking off ar… https://t.co/nbbzHy3t7m",positive,2
"From record Cyber Monday sales to a blowout jobs report, these are this week's top stories: https://t.co/wgTzrA4pJC https://t.co/IfD2sLowPk",positive,2
Get Excited About U.S. Economy And Stocks – Senate To Regain Tariff Powers,positive,2
Good News for Everyone - Private Equity is Set to Grow at the Stock Market's Expense,positive,2
Growing investor interest in space,positive,2
Here's why Americans will probably spend more than $2 billion on Christmas trees this year: https://t.co/DwUEBRsEtY https://t.co/eiy3rF5Cev,positive,2
"Highlight: ""We have high confidence that we've seen what we call the internal low for the market,"" @suntrust Chief… https://t.co/DegDCWsxib",positive,2
"Highlight: ""We have high confidence that we've seen what we call the internal low for the market,"" @suntrust Chief… https://t.co/md3WSyAKHT",positive,2
"Highlight: ""We've seen video conferencing... [spike] from a couple of hundred thousand monthly active users to over… https://t.co/dqIyqVPqZu",positive,2
"Highlight: “About 21 million investors in the U.S. would have an interest in investing in bitcoin,”… https://t.co/wJRda3ylEH",positive,2
"Highlight: “There's very little not to like about this report,"" @WellsFargo Acting Chief Economist Jay Bryson says… https://t.co/rGDhL2lHpi",positive,2
"Highlight: “They had record-breaking advance sales,"" Box Office Guru Founder @GiteshPandya says about Frozen 2. ""Th… https://t.co/iuKuOXaaMu",positive,2
"History shows that the Dow, S&P 500, and the Nasdaq could be in for another huge run in 2020.… https://t.co/xYovuKPQss",positive,2
"India Online Test Preparation Markets, 2020-2024: Anticipated to Witness a Massive Growth of 39% CAGR -… https://t.co/c6dbdTOIBi",positive,2
Investors are right to be pleased with November’s strong jobs report. But there are also some things to puzzle over. https://t.co/jlVv1dIETY,positive,2
Investors are shrugging off weak data and trade snags that would have roiled markets just months ago  https://t.co/mDuxVvY8aB,positive,2
Investors cheered the blockbuster November jobs report https://t.co/CgSzMYRjdY,positive,2
"James Dinsmore attributes Bancroft Fund's unusually strong 2019 to falling rates, judicious use of leverage and a m… https://t.co/BBrBuvoWD9",positive,2
"Jim Cramer predicts 'U' shape recovery, says economy 'will bounce back gradually' https://t.co/VjCE8rzJHU",positive,2
Jobless Americans to see extra payments as soon as this week #economy #MarketScreener https://t.co/NMjEJFsOkM https://t.co/VURGAjhdYu,positive,2
Last month Bill Ackman said 'hell was coming.' Now he's 'optimistic.' https://t.co/0FeLE9HwNi,positive,2
"Life Is Good, Say 90% of Americans",positive,2
"LISTEN NOW: A blockbuster November jobs report was released this morning, with job numbers beating estimates and un… https://t.co/4zl37XeUmU",positive,2
"LISTEN NOW: Wall Street sees some positive coronavirus news, with signs the curve may be bending in parts of the wo… https://t.co/nhJWp1yOqQ",positive,2
Long-Term: Lean Hog Prices Set To Rebound. https://t.co/rUUbENIlsY #markets #finance #investing,positive,2
Market's Reaction To Trade News Is Encouraging. Read more: https://t.co/w5ol1Iw6d4 #investing #business #finance,positive,2
"New for subscribers:  Strategist Jeff Saut says the stock market bottom in, predicts new S&P 500 record before year… https://t.co/CLXKUqdU58",positive,2
Nokia is Preparing to Come Roaring Back in the New Decade,positive,2
"October Architectural Billings Index: Finally, Signs Of Strength. Read more and get updates on any stock!… https://t.co/hchfMOHnZT",positive,2
OPINION: Why did markets shrug off Boris Johnson's hospitalization? Because of robust confidence in U.K.'s parliame… https://t.co/yBTZY2BnGa,positive,2
Precious Metals' Golden Year To Continue. Continue reading: https://t.co/4eI69q6pDv #finance #trading #business,positive,2
Rains bring drought relief and hope to Australian farmers https://t.co/eTC9tqtevp,positive,2
Since we rallied today due to the virus slowing down in KEY STATES (NY) will the Cuomo pressers be market-moving events?,positive,2
"Stocks could rocket higher from here, history shows: Morning Brief https://t.co/b2iiWYhKSS by @SamRo https://t.co/TMIheTmziA",positive,2
Tech Breakthrough Could Spark A Geothermal Energy Boom,positive,2
"Teens could be a saving grace for malls, new research says https://t.co/4Rr0NF6Awq",positive,2
"The ‘great rotation’ will arrive in 2020 and bring another strong year for stocks, JP Morgan says https://t.co/3Aw0ecaK9S",positive,2
The Big Picture: No fundamental reason for 2019 holiday sales to disappoint $SPY-- https://t.co/w4dAzYCmAz… https://t.co/CNY9CEJica,positive,2
The Bull Market Almost No One Saw Coming,positive,2
The bullish case for stocks with major averages already up more than 20% from the lows https://t.co/lesMhGbHHC,positive,2
"The global economy and earnings will stabilize in 2020, allowing riskier assets to flourish even with central banks… https://t.co/pWimpjtCke",positive,2
The mood is upbeat on markets ahead of Thanksgiving #Stock #MarketScreener https://t.co/NxpndHvCKP https://t.co/gzcevw7HEv,positive,2
"The number of 401(k) millionaires hits a record high — here's how you can get there, too. https://t.co/Za40bnydSF https://t.co/e0tswxArez",positive,2
"These stocks could get a boost from the millions working from home, traders say. (via @TradingNation)… https://t.co/ToPfG4ZBlo",positive,2
"'Things are normalizing': ETF market action is 'encouraging' despite economic worries, investor says (via… https://t.co/8KwoMqVoHA",positive,2
"This winning stock-market bet was soured by the coronavirus crisis, and now it's setting up for a rebound https://t.co/tjOKF3LpJ5",positive,2
Trade deal removes major hurdle for rally in Apple and tech,positive,2
U.S. Marriages Rising as Same-Sex Couples Now Counted in Report,positive,2
"Video game revenue is projected to reach $174,000,000,000 this year, according to IDC. But there’s an issue many de… https://t.co/A6zTb3fb4X",positive,2
Wall Street Weekahead: Conditions may be set for Santa Claus rally https://t.co/H33Y0b2ZzZ https://t.co/4ubPdO0rvg,positive,2
WATCH: Why is 2019 on pace to be the largest year ever for healthcare technology? @GoldmanSachs Investment Banking… https://t.co/TJKrWqal07,positive,2
What Bad News? Investors Keep Stocks Rising--Update #economy #MarketScreener https://t.co/ExrV4T1guP https://t.co/6n0A3MHaZF,positive,2
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserve's historic interventi… https://t.co/AyvldKn33r,positive,2
While market strain triggered by the coronavirus pandemic has eased since the Federal Reserve's historic interventi… https://t.co/H5iCiGtUtn,positive,2
�� Here's why one great whale offers more in the fight against climate than a forest of trees https://t.co/y0UwSQWd8u,neutral,1
�� Here's why Trump Tower is now one of the least-desirable luxury buildings in NYC https://t.co/1OOQHhju0F,neutral,1
- Time: 15:00  #Stock #MarketScreener https://t.co/99IOCFohM3 https://t.co/ZfDyZZkp55,neutral,1
"""1/3 of all women in the world have experienced some kind of violence."" Here's how @UN_Women is working to end tha… https://t.co/PPmZ6wtfUF",neutral,1
"""Be nice to people"" is the mantra that has guided @justbobbibrown through: • Disruption of the beauty industry •… https://t.co/NG2kUNjofO",neutral,1
"""Be nice to people"" is the mantra that has help guide @justbobbibrown through: • Disruption of the beauty industr… https://t.co/3v20SU0Nxd",neutral,1
"""Bloomberg Daybreak: Middle East"" Full Show (12/15/2019)",neutral,1
"""Frozen II"" is expected to heat up a cold box office, with $130 million in sales expected over its opening weekend https://t.co/jVip0q50Ne",neutral,1
"""How To Use Stochastics to Spot Market Reversals"" Educational video!! https://t.co/8m7IetauIy Enjoy!",neutral,1
"""I almost burst into tears, but I held on. I'm so proud."" The Pacific people of Bougainville are deciding if they… https://t.co/NTPLIMPkti",neutral,1
"""I say, let's go carbon-neutral by 2050 and Corbyn-neutral by Christmas.""

Boris Johnson touted clean energy propos… https://t.co/5XXVipPBG0",neutral,1
"""I wasn't there to photograph a woman being beaten."" In 1982, documentary photographer Donna Ferrato took the phot… https://t.co/2SmlNTdDyx",neutral,1
"""If It Walks Like A Duck And Talks Like A Duck, Then It Probably Is QE"" https://t.co/YQov1fgaif",neutral,1
"""In 10 years from now, investors will be looking at & evaluating #ESG scoring as a part of the overall performance… https://t.co/RD5kKfb4jn",neutral,1
"""it is the fear of infection, not the ultimate death rate, which is the most likely cause of economic damage"" - MK",neutral,1
"""Let’s do push-ups, man."" https://t.co/U8QVQkICIh",neutral,1
"""Most consumers want vehicles that can match gas-powered vehicles in range, utility, cost and ownership ease,"" writ… https://t.co/7fUjoda8kU",neutral,1
"""No water. No water. How could you have no water?""

84-year-old Max Atkins tells how he fought to save his home in... https://t.co/9mlSlsYS2F",neutral,1
"""Nobody's Traveling For Next Two Months"" -œ Airlines Dumping Chemicals In Fuel Tanks To Prevent Algae  https://t.co/ueQwUIAAmx",neutral,1
"""Start by doing what’s necessary; then do what’s possible; and suddenly you are doing the impossible,” said Christi… https://t.co/nJpvWKGRss",neutral,1
"""The big threat is not so much the number of outstanding cash-out refis as it is the total dollar amount — $3.1 tri… https://t.co/gk9Qd0ewhc",neutral,1
"""The fact that the public market rejected the private market valuation on WeWork, I think was a very healthy develo… https://t.co/eVo36teP8g",neutral,1
"""The separation will better empower each company to fully embark upon its unique path for growth."" https://t.co/5gAta0NNKr",neutral,1
"""They All Knew!"" - Chinese Furious At Virus-Fighting Officials Who Lied About Human Transmission https://t.co/YxHOkI21u1",neutral,1
"""They Have Stolen From All Saxons!"" - Thieves Steal 100s Of Priceless Jewels From Dresden Museum  https://t.co/jvm2ZUW6uX",neutral,1
"""This game came out of nowhere... Effectively they just surprise launched on everyone, and the entire gaming world… https://t.co/DfFWHDvFzO",neutral,1
"""This is a gorgeous vehicle. It kinda looks like a hallucination""",neutral,1
"""This truck Doesn’t look like a truck I don’t think it’s a truck for me."" One country music star came up with thos… https://t.co/oqLHXcHst2",neutral,1
"""We are only scraping the surface."" The British inventor who built his own 'Iron Man'-style suit has doubled the s… https://t.co/Kq7aD4HUEh",neutral,1
"""We are only scraping the surface."" The British inventor who built his own 'Iron Man'-style suit has doubled the s… https://t.co/yKjuZOueEt",neutral,1
"""We know what we have to do — reduce emissions, offset what cannot be reduced and adapt to new climate realities. N… https://t.co/xGAbvReq6y",neutral,1
"""Why not take the opportunity to turn Thanksgiving dinner into a discussion of something many Trump supporters agre… https://t.co/SV1NIlQ5Hr",neutral,1
#FlashbackFriday: We take a look back at our #Seattle branch employee sorting through currency in this #throwback f… https://t.co/0QiaWRDunE,neutral,1
#FridayReads: Thinking about joining the remote workforce? Our own project consultant Courtney Obi shares her five… https://t.co/vTaytywtq3,neutral,1
"#FridayReads: What determines #interestrate fluctuations? Our latest #EconomicLetter ""Riders on the Storm"" analyzes… https://t.co/dxuDPQvYEF",neutral,1
"#HOLIDAY #SPECIALOFFER: Take 33% OFF streaming #market intelligence, #earnings #news coverage, sophisticated… https://t.co/Uq9axnEBQT",neutral,1
#HunterBiden is just killing my life .... it's so hard to be White now in America ..... it's like being William hun… https://t.co/uHk95qx1Ig,neutral,1
"#NYGiants @Giants I'm sure the Giants defense will make Trubisky look like Tom Brady today, It's sad to watch",neutral,1
#SnackFact of the day: @RobinhoodSnacks won Best Business Podcast 2019 from @Discover_Pods Awards. This has got to… https://t.co/gYL0CfuCwS,neutral,1
#SouthAfrica suffers among the highest levels of inequality in the world. #Inequality manifests itself through a sk... https://t.co/388qLKScln,neutral,1
#SpecialOffer 33% OFF live streaming #market #analysis of #earnings #economic #news https://t.co/8b7VdvjsxW #stocks… https://t.co/uBvoEDB0I9,neutral,1
"#SpecialOffer: Just in time for the holidays! Take 33% OFF live, streaming #market #analysis & #investing #ideas… https://t.co/DqHU1PHvv5",neutral,1
"#Water is life. Too little, and we cannot survive. Too much could be deadly. #Climatechange is increasing droughts… https://t.co/DLk5ysp44b",neutral,1
"$500-$30,465 in 9 weeks time. Goal is 40k by end of month. Just need to play smart, buy time and take those profits… https://t.co/nzzyJNCFsW",neutral,1
$SPX - going to close red on the month? https://t.co/8uM7YBdsWL,neutral,1
$WIRES: On The Wires https://t.co/uMPdDeNsVb,neutral,1
(Free to read) Over 60% of Americans say that stock market performance has little or no impact on their personal fi… https://t.co/l3QZQ3KwJy,neutral,1
"*Friends theme song voice*: So someone told Jennifer Aniston that she'd never ""make a dime."" (via @CNBCMakeIt) https://t.co/BLt1LwZsVN",neutral,1
.@aztecs99 has your shortlist...of shorts    https://t.co/4VSrUYqrN3,neutral,1
".@bcope51 wishes he'd learned more about budgeting and basic personal finance skills in college, so he started teac… https://t.co/q9sbthuhgg",neutral,1
".@CNBCselect usually doesn't recommend signing up for a store credit card, but here's one big exception.… https://t.co/nPFeuun4Og",neutral,1
".@Coldplay says they won't be touring their new album #EverydayLife, which drops tomorrow. Is climate change to bl… https://t.co/MLH1tJmjF8",neutral,1
".@Coldplay says they won't be touring their new album #EverydayLife, which drops tomorrow. Is climate change to bl… https://t.co/UfW2Pp2CMl",neutral,1
.@JimCramer says @realDonaldTrump just found a real reason to want to win rather than just end the trade war with C… https://t.co/Io7ups9jzh,neutral,1
".@JimCramer's latest thought on U.S.-China trade negotiations? ""I think it's time to walk away."" Read his full reas… https://t.co/mCqYMLgt6S",neutral,1
".@JimCramer's solution for a lack of market participation? ""Raise the roof on IRA:"" https://t.co/IP6xHN4Fz2 https://t.co/F3CvJ3iVc4",neutral,1
".@MakerDAO is the darling of the decentralized finance movement. Unlike its competitors, it's backed not by other g… https://t.co/Ae9thc7Kia",neutral,1
".@realDonaldTrump on jobs number? ""Phenomenal""",neutral,1
.@RevShark breaks down 3 things to be thankful for heading into the holiday week  https://t.co/SxMS8I7fdG,neutral,1
.@RevShark breaks down 7 things to be thankful for: https://t.co/BnLW0MrDQc,neutral,1
.@Roku is here to tell you that you can still watch the Super Bowl  https://t.co/OfiiM0R0BZ,neutral,1
.@SecAzar and I will soon release a plan to let Florida and other States import prescription drugs that are MUCH CH… https://t.co/KUCvUfA3JU,neutral,1
".@SussexUni scientists developed a 3D image that moves, recreates sounds, and even mimics the sensation of touch https://t.co/8CFjY45GGE",neutral,1
.@Sweetgreen is taking a different approach to winning the delivery space. Here's what co-founder and CEO Jonathan… https://t.co/KBbLEmsoQC,neutral,1
:),neutral,1
"@HeyTammyBruce “This seems personal. That it is deeply unfair, that has not changed. This has become a matter of th… https://t.co/gm1Q6Gt3oM",neutral,1
@MikeCaymanTrades sometimes,neutral,1
@RobInTheBlack  Great to read your son is better.,neutral,1
"@SpeakerPelosi ""degenerate gambler""",neutral,1
@TicToc,neutral,1
@tictoc @telefenoticias @teleSUR_Chile @PaoladrateleSUR @monlaferte @inddhh,neutral,1
@tictoc @telefenoticias @teleSUR_Chile @PaoladrateleSUR @monlaferte @telefenoticias @inddhh @mbachelet,neutral,1
@TicToc Taxpayer Treatment UNFAIR TAX MONEY COLLECTED by IRS Recognized as LOAN to the IRS ALL MONEY be returned to… https://t.co/vQbZMoTmPz,neutral,1
@TicToc TRUMP WARNING by Trump appointment of military departments Leaders NOW TRUMP can CONTROL them and tell them… https://t.co/zQA3G6kUMe,neutral,1
{Free} Dragonfly Capital Bull Scan for 11-25-19 https://t.co/kR9HI32JTA,neutral,1
"{Free} Macro Week in Review/Preview November 22, 2019, on the blog and here https://t.co/EzxLmLjLsJ $SPY $IWM $QQQ… https://t.co/viMn7UvGjV",neutral,1
"{Free} Top Trade Ideas for the Week of November 25, 2019: The Rest Premium, on the blog and here… https://t.co/vG6f9AU25O",neutral,1
‘Frozen 2’ Breaks Box Office Records With $350 Million Worldwide Debut $DIS https://t.co/Nq3IE3viW9,neutral,1
‘Great Recession’ a decade ago is one reason your Christmas tree will cost more this year. https://t.co/gWmkk2d7hk,neutral,1
‘Joker’ officially becomes first billion-dollar R-rated movie,neutral,1
"‘Panic Shopping’ In Hong Kong, While Mainland China Depends On E-Commerce",neutral,1
‘Perfect Result’ for Unsung Stocks: Strategists on U.K. Vote,neutral,1
"‘Phase 1’ Trade Deal Is Progress, Says Hills & Co.’s CEO",neutral,1
"‘Priceless’ Jewelry, Artifacts Stolen From German Museum",neutral,1
‘Significant relationships will be noted in our corporate love register’ https://t.co/kSrQi6kd9v,neutral,1
"“All Lam does is promise to listen, then ignores critical voices. These last six months have made it clear we need… https://t.co/85XfPKmbJU",neutral,1
“All of us who came here under a legal obligation also felt we had a moral obligation to do so” https://t.co/TpUBtEKJlv,neutral,1
"“Call the Cybertruck a Hummer for the green millennial generation, really the ultimate virtue and vice signaling ma… https://t.co/gidkkoeSFr",neutral,1
"“No one really has the full amount of money needed to buy the Treasurys they want to hold, or all of the mortgage-b… https://t.co/5hYXf4Dbhj",neutral,1
"“Robinhood disrupted this industry in a way that no one thought could happen,” @MadMoneyOnCNBC's @JimCramer says fo… https://t.co/MKcgdNZKNh",neutral,1
"“There is a perception among investors that these protests will fizzle out,” one executive says. https://t.co/iMZUORoQ2X",neutral,1
"“We have seen a horrifying global surge in domestic violence.""

UN Secretary-General @antonioguterres is urging gov… https://t.co/geODW5CMEL",neutral,1
"“You can’t contradict that these numbers are the best numbers of our lives,” @MadMoneyOnCNBC’s @JimCramer said in r… https://t.co/afwYjeGLCC",neutral,1
☀️ Cranberry farmers turn to solar power for extra income https://t.co/BNIq7WAc4T,neutral,1
❄@GitHub is storing open source code in an Arctic vault to protect it from the apocalypse https://t.co/1p92fJbMIC https://t.co/4SlLUkespn,neutral,1
"⚡️ @sussexuni scientists have developed holograms out of soundwaves that can be seen, heard and felt  https://t.co/KLCfEonVyI",neutral,1
"⚡️ Iman, the last Sumatran rhinoceros in Malaysia, has died at 25 after succumbing to cancer https://t.co/5D99IeWvcf",neutral,1
⚡️ Today is the International Day for the Elimination of Violence against Women. Here are some of the demonstration… https://t.co/STY1bQB1n4,neutral,1
1 Great Reason to Claim Social Security Benefits as Early as You Can,neutral,1
10 Easiest Instruments For Adults To Learn On Their Own,neutral,1
10 Most Profitable Franchises In The World,neutral,1
100% Correct!,neutral,1
16-year-old Carlos Gregorio Hernandez Vasquez died in U.S. Border Patrol care in May this year. Officials say he w… https://t.co/A6yaktHF0g,neutral,1
"1-Day Conference: Semiconductor Market Forecast 2020 (London, United Kingdom - January 15, 2020) -… https://t.co/hizUfGlrjD",neutral,1
2 Additions To My Retirement Portfolio. Subscribe to Seeking Alpha for more: https://t.co/h60SofEKDF #investing #stockmarket #trading,neutral,1
201 books to add to your reading list. https://t.co/6niTOmUik9,neutral,1
2020 could be the year everything changes for people with student debt https://t.co/RzYB083X7P,neutral,1
2020 Q1 Portfolio Review. https://t.co/9fB3ya2wit #trading #stocks #economy,neutral,1
2020: the year investors fall in love with stocks again?,neutral,1
2020's Biggest Risks,neutral,1
23 Million Reasons to Doubt This Bank Cleanup,neutral,1
25 Worst Holiday Storms of All Time,neutral,1
"3 Great Mutual Fund Picks for Your Retirement - February 06, 2020",neutral,1
"3 Great Mutual Fund Picks for Your Retirement - February 07, 2020",neutral,1
"3 key pillars to ensure school infrastructure planning factors in disaster preparedness and resilience: 

🏫Resilien… https://t.co/iL53Kve6iA",neutral,1
"3 Magnificent Mutual Funds to Maximize Your Retirement Portfolio - February 07, 2020",neutral,1
"3 Mutual Fund Misfires to Avoid - February 06, 2020",neutral,1
"3 Mutual Fund Misfires to Avoid - February 07, 2020",neutral,1
3 Mutual Funds to Make the Most of This Holiday Season,neutral,1
3 Reasons the Roth IRA Is the Best Retirement Savings Tool Out There,neutral,1
3 Social Security Strategies When You're Low on Savings,neutral,1
3 Steps Every Senior Must Take to Safeguard Themselves Against Financial Abuse,neutral,1
3 ways that Washington is set to take on the 'scourge' of robocalls,neutral,1
3 Ways to Calculate How Much to Save for Retirement,neutral,1
30 American Beaches That May Soon Disappear,neutral,1
"30% of Americans Are Willing to Consider a Meat-Free Thanksgiving, According to New Research From Meatless Farm",neutral,1
33 genius travel hacks to upgrade your holiday trips https://t.co/ZVckjmpdVE,neutral,1
"35 credit cards are a lot for one person to manage. Here's how one couple handles it, and uses their rewards to tra… https://t.co/Ngrf4TKH7l",neutral,1
"36% of millennials polled say that they approve of communism, which is up significantly from 28% in 2018. https://t.co/WJJfbWU8hS",neutral,1
"3D Printer Black Friday 2019 Deals: List of Comgrow, ELEGOO & FlashForge 3D Printer Deals by Deal Stripe",neutral,1
4 factors that'll drive economic acceleration in 2020: Goldman Sachs,neutral,1
4 Money Moves That'll Make You Richer in 2020,neutral,1
4 Observations From The First Ever 'Cannabis Investor Day',neutral,1
4 of the Most Exclusive Credit Cards in the World -- and Their Rumored Benefits,neutral,1
4 Things the Richest Retirees Have in Common,neutral,1
4 ways to help blended families navigate finances #investinyou (In partnership with @acorns.) https://t.co/debwOUOIDS,neutral,1
4 ways Washington is set to change how you save for retirement,neutral,1
"401(k) Contribution Limits Increase in 2020, but That Won't Matter to the Average American",neutral,1
42 arrested after protest delays Harvard-Yale football game https://t.co/DJvDBUrvv4,neutral,1
"44,000 hotels with 1.2 million rooms on four continents. Meet 26-year-old Ritesh Agarwal, a college dropout who fou… https://t.co/ZmBDGnxCLc",neutral,1
45% of Airline Loyalty Program Members Don't Know How to Use Their Rewards,neutral,1
"4-Day Programme: The Mini MBA for In-house Lawyers (London, United Kingdom - June 23-26, 2020) -… https://t.co/uS6RlMdbRv",neutral,1
5 Bad Decisions That Could Cost You Money at Tax Time,neutral,1
5 Life Milestones Millennials Are Delaying Because of Student Debt,neutral,1
5 minutes with... Ernest Hemingway’s pocket watch https://t.co/Au70URTLTH,neutral,1
5 things to know before the stock market opens Monday https://t.co/DZf8F02elz,neutral,1
500 Million Pieces of Trash Cover This State’s Roads,neutral,1
5G : wins CRN award and new Indirect Sales Channel #5G #Stock #MarketScreener https://t.co/yzofoF2baW https://t.co/936LUQtzWD,neutral,1
"5G coverage will span two thirds of the global population in 6 years, Ericsson predicts https://t.co/ooY30VhKb9",neutral,1
5G Trials To Start In January-March Quarter This Fiscal: Telecom Official,neutral,1
6 Reasons Why The 'Most-Hated Politician' In Latin America Became President Of Brazil https://t.co/aApEMWrmvn,neutral,1
6 Ways to Boost Your Savings in 2020,neutral,1
7 of the Best Brokerages for Handling Cash Reserves,neutral,1
7 Reasons Your Credit Card May Be Declined -- and How to Resolve Them,neutral,1
73% of Americans Are Making This Big Tax Mistake,neutral,1
8 Sources of Income Social Security's Payroll Tax Can't Touch,neutral,1
80% of Pre-Retirees Think They'll Work in Retirement -- Here's How Many Actually Do,neutral,1
9 secrets I never knew about airports until I worked at LAX https://t.co/1D9yzeUSkd,neutral,1
A 2020 gift guide for the tech-savvy traveler https://t.co/lxr1S4XJ6T,neutral,1
"A 6,000-square-foot, 10-bedroom Victorian mansion could've been yours for only $50,000, but there was one catch: Yo… https://t.co/I1zMf0J7t6",neutral,1
A Beginner's Guide to Weathering the Next Recession,neutral,1
A Big Step Forward For the Treatment of ALS,neutral,1
A Book That Helped Nestle’s Suresh Narayanan Tide Over The Maggi Crisis,neutral,1
"A California city designed as an anti-wildfire fortress is at risk of burning to the ground
https://t.co/zYaw65Q0cg",neutral,1
"A Californian church depicted Jesus, Mary and Joseph in cages at the U.S.-Mexico border for their nativity display.… https://t.co/Nurcx5QN8T",neutral,1
"A disclaimer from the fast food company says the burger is ""not vegetarian due to our cooking method,"" with the pat… https://t.co/4EyrjH6jcA",neutral,1
A Dividend Growth Strategy Based On Gold. Get more info on Seeking Alpha: https://t.co/jPbris9jNi #finance #economy #business,neutral,1
A few things to watch heading into the holiday week: https://t.co/85MmEqaSmS,neutral,1
A former car salesman advises that you never say this 1 thing when negotiating a deal. (via @CNBCMakeIt) https://t.co/Z8bAUPhyUd,neutral,1
'A free pass to paedophiles': Australian lawmaker slams Westpac,neutral,1
A garlic and citrus feed supplement that lowers the greenhouse gases burped out by cows is giving farmers the chanc… https://t.co/nCVcYLNw5x,neutral,1
A Global Guide To (US-Backed) Uprisings https://t.co/hWxXZZYC8H,neutral,1
A global guide to stimulus in 2020 https://t.co/aLX622gkjx,neutral,1
A Healthier Alternative to Luxurious Chocolate This Valentine’s Day,neutral,1
A Healthy Consumer A Positive For The Economy. Get more updates here: https://t.co/KZX0xmhIm8 #stockmarket #investing #markets,neutral,1
"A kiss on the hand
May be quite continental
But M&A is a girl's best friend....
Here's what you need to know about… https://t.co/yoNbUfUWy9",neutral,1
"A modern president? - cape-coral-daily-breeze.com | News, sports, community info. - Cape Coral Daily Breeze",neutral,1
A Montreal satellite company makes a major breakthrough in monitoring pollution from oil and gas fields https://t.co/3m8eDYb4RY,neutral,1
"A New NSTA Book Shows How Amazing Things Can Happen With a Blend of Biology, Engineering, and Serendipity… https://t.co/xMGopg3i0W",neutral,1
A New Problem for Clean Energy: Dealing With Old Windmill Blades,neutral,1
A new study finds great whales are carbon-capturing titans https://t.co/QunxmBjwKX,neutral,1
A New Zealand man has been found guilty of murdering 22-year-old British backpacker Grace Millane. Millane was kil… https://t.co/LotPF5rrxN,neutral,1
"A Nike executive is worried the Michael Avenatti trial may turn into a ""circus"" https://t.co/w41xGraaLK",neutral,1
A Painting Stirs Controversy in Mexico,neutral,1
A psychologist shares the 5 phrases parents should never say to their kids. (via @CNBCMakeIt) https://t.co/kGa8NQQHgj,neutral,1
A psychologist shares the 7 biggest parenting mistakes that destroy kids' confidence and self-esteem. (via… https://t.co/9JNpnJxICQ,neutral,1
A Quarter of Americans Are Making a Big Mistake This Holiday Season,neutral,1
"A rare Patek Phillipe watch sold for over $7 million at a @Christiesinc auction.

Believe it or not, that's actuall… https://t.co/fk7asQHL64",neutral,1
"A record 31.6 million passengers will travel on US airlines during the Thanksgiving holiday period, according to a… https://t.co/cijXm6nKeo",neutral,1
A Report Card For 2019's (Non) Predictions: Macro Man (Audio),neutral,1
A rift between regulators over the Boeing 737 Max could hold back new plane programs https://t.co/yhPmfyRKCb,neutral,1
A secretive startup backed by Bill Gates says it has discovered a way to use artificial intelligence and a field of… https://t.co/gZMTUhNtL4,neutral,1
A service called TeaTV lets people watch seemingly pirated content from HBO or Netflix for free with ads. https://t.co/2pakqmkSrt,neutral,1
A Sexist Joke Cost Ken Fisher $4 Billion in Assets. He Still Runs $121 Billion,neutral,1
A shortage of Christmas trees is driving up prices this year -- and you can blame the 2008 financial crisis https://t.co/OalUSo8N7T,neutral,1
A Solar Boom Without the Subsidy Gloom,neutral,1
"A take-private is exactly what it sounds like, but here's a more in-depth explanation https://t.co/H1XHS3ItKx",neutral,1
A tense showdown over college vaping and its health risks is roiling Duke University https://t.co/gU0dZCoiZa,neutral,1
