sentence_id,gold_label,perturbation,sentence
1747,neutral,numeric,"In the Czech Republic , the smaller profiling unit at Ostrava will be closed and the machinery will be gradually relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 200900 ."
1747,neutral,chardrop,"I the Czech Republic , the smaller profiling unit at Ostrava will be closed and the mahinery will be gradually relocated t Ruukki ' bigger plants i Hunry , Polnd and Romaia by the end f the first quarte of 009 ."
426,positive,clean,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker ."
426,positive,synonym,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker ."
426,positive,negation,"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker . but this did not actually happen."
426,positive,numeric,"Last week , the Finnish metals and technology group announced plans to sell more than 800 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker ."
426,positive,chardrop,"Last wek , the Finnish metals and tchnoogy group announed plans to sel more than 80 ercent of its technology unit to further the company s strtegic goa of beoming the wol 's larges stainless seel maker ."
2002,negative,clean,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 ."
2002,negative,synonym,"Operating profit for the 12-month period declined from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 ."
2002,negative,negation,"Operating profit for the 12-month period did not decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 ."
2002,negative,numeric,"Operating profit for the 0.12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 ."
2002,negative,chardrop,"Operting profit for the 12-month period dereased from EU28 .2 m while net turnover inceased from EUR31 .42 m , as compare to the finanial year 2004 ."
2099,negative,clean,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 ."
2099,negative,synonym,"The company 's annual deficit amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 ."
2099,negative,negation,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 . but this did not actually happen."
2099,negative,numeric,"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 73 mn in 2008 ."
2099,negative,chardrop,"The company 's annual los amounted to EEK 18mn , compared to a profi of EEK 7.3 mn in 2008 ."
3745,neutral,clean,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''"
3745,neutral,synonym,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''"
3745,neutral,negation,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . '' but this did not actually happen."
3745,neutral,numeric,"Sullivan said some of the boards `` really involve a lot of work , and people should get paid for their time . ''"
3745,neutral,chardrop,"Sullivan said some of the boards `` really volve a lot of work , nd peole should get paid for thir time . '"
1876,negative,clean,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham ."
1876,negative,synonym,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham ."
1876,negative,negation,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham . but this did not actually happen."
1876,negative,numeric,"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham ."
1876,negative,chardrop,"Only th driver was left in the car with the suspect , who was kidnapped a forced at gunpoint to drive t Duram ."
1578,neutral,clean,"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone ."
1578,neutral,synonym,"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone ."
1578,neutral,negation,"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone . but this did not actually happen."
1578,neutral,numeric,"TeliaSonera s subsidiary , the mobile operator EMT in Estonia , has created a world s first mobile identification service which makes it possible to vote via a mobile phone ."
1578,neutral,chardrop,"TeliaSonera s subsidiary , the obile operator EMT in Etonia , has created a world s frst mobile identification service which makes it possible to voe ia a mbile phone ."
2978,neutral,clean,"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now ."
2978,neutral,synonym,"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now ."
2978,neutral,negation,"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now . but this did not actually happen."
2978,neutral,numeric,"Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now ."
2978,neutral,chardrop,"Meanhile , minority shareholders , expecting TeliaSonera to retain the bid , sel shares now ."
677,neutral,clean,"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments ."
677,neutral,synonym,"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments ."
677,neutral,negation,"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments . but this did not actually happen."
677,neutral,numeric,"The employer , together with health personnel , supports quitting and pays part of the cost of nicotine treatments ."
677,neutral,chardrop,"The employer , together with health personnel , supports qutting and pays part of the cost of nicotine tratments ."
1038,neutral,clean,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account ."
1038,neutral,synonym,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account ."
1038,neutral,negation,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account . but this did not actually happen."
1038,neutral,numeric,"A light , bright and pretty addition to your life , it will also keep a few pennies in your bank account ."
1038,neutral,chardrop,"A light , bright and prett addition to your life , t wll lso keep a few pennies in yor bank account ."
149,neutral,clean,"Following the issue , the new shares will constitute 10 percent of the firm 's capital ."
149,neutral,synonym,"Following the issue , the new shares will constitute 10 percent of the firm 's capital ."
149,neutral,negation,"Following the issue , the new shares will constitute 10 percent of the firm 's capital . but this did not actually happen."
149,neutral,numeric,"Following the issue , the new shares will constitute 100 percent of the firm 's capital ."
149,neutral,chardrop,"Fllowg he issue , the new shares will constitute 10 percent of the firm 's capital ."
802,neutral,clean,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland ."
802,neutral,synonym,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland ."
802,neutral,negation,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighteen months after taking the company public in Finland . but this did not actually happen."
802,neutral,numeric,"The Swedish buyout firm has sold its remaining 2.24 percent stake , almost eighteen months after taking the company public in Finland ."
802,neutral,chardrop,"The Swedish buyout firm has sold its remaining 22.4 percent stake , almost eighten months after takng he copany public in Finland "
2528,positive,clean,"This is Done Logistics ' largest order in Norway , the diversified group said ."
2528,positive,synonym,"This is Done Logistics ' largest order in Norway , the diversified group said ."
2528,positive,negation,"This is Done Logistics ' largest order in Norway , the diversified group said . but this did not actually happen."
2528,positive,numeric,"This is Done Logistics ' largest order in Norway , the diversified group said ."
2528,positive,chardrop,"This is Done Logistcs  largest order in Norway , the diversfied group said ."
877,positive,clean,Synergy benefits will start to materialise in the second quarter .
877,positive,synonym,Synergy benefits will start to materialise in the second quarter .
877,positive,negation,Synergy benefits will start to materialise in the second quarter . but this did not actually happen.
877,positive,numeric,Synergy benefits will start to materialise in the second quarter .
877,positive,chardrop,Synergy bnefits will start to maerialise in the secnd quarter .
2749,neutral,clean,"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 ."
2749,neutral,synonym,"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 ."
2749,neutral,negation,"According to him , construction work will start in spring 2007 , and the facility is to be commissioned in spring 2008 . but this did not actually happen."
2749,neutral,numeric,"According to him , construction work will start in spring 200700 , and the facility is to be commissioned in spring 2008 ."
2749,neutral,chardrop,"According to him , construction work will stat in sprig 2007 , and the faciliy is to be commissioned n spri 208 ."
561,neutral,clean,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform ."
561,neutral,synonym,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform ."
561,neutral,negation,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform . but this did not actually happen."
561,neutral,numeric,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform ."
561,neutral,chardrop,"Sevnty-three of hose aso have more extensiv traning in products built on the latest ArchstrA technlogies , such as the Wonderwre System Platform ."
1556,positive,clean,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .
1556,positive,synonym,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .
1556,positive,negation,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia . but this did not actually happen.
1556,positive,numeric,Raute Corporation has received orders worth over EUR 120 million from OOO Ilim Bratsk DOK in Russia .
1556,positive,chardrop,Raute Corporation has rceived orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russa .
1862,neutral,clean,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 ."
1862,neutral,synonym,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 ."
1862,neutral,negation,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 2007 . but this did not actually happen."
1862,neutral,numeric,"The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom , a broadband solutions company acquired by Teleste in the spring of 200700 ."
1862,neutral,chardrop,"The major part of the deliveies nclude difernt AC and CXE mpliier solutions and produts by Belgian DIH Telecom ,  broaband solutios copny acquired by Telese in the srig of 2007 ."
1244,positive,clean,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .
1244,positive,synonym,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .
1244,positive,negation,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 29 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe . but this did not actually happen.
1244,positive,numeric,Finnish lifting equipment maker Konecranes HEL : KCR1V said on 290 July 2009 it has raised its stake in Austrian manipulator maker ACS Konecranes to 80 % and bought German sector player Knight Europe .
1244,positive,chardrop,Finnish iftin equimen maker Konecranes HEL : KCR1 said on 29 July 2009 it has raised its stae in Austrian manipulator maker ACS Knecranes to 80 % and bought German sector player night Europe .
4544,neutral,clean,The StoneGate product is centrally manageable and suited for both physical and virtual environments .
4544,neutral,synonym,The StoneGate product is centrally manageable and suited for both physical and virtual environments .
4544,neutral,negation,The StoneGate product is centrally manageable and suited for both physical and virtual environments . but this did not actually happen.
4544,neutral,numeric,The StoneGate product is centrally manageable and suited for both physical and virtual environments .
4544,neutral,chardrop,The StoeGate product is centrally manageabl and suited for both physical and virtual environments .
2471,neutral,clean,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .
2471,neutral,synonym,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people .
2471,neutral,negation,The Group 's revenue in 2008 amounted to EUR 94 million and the company currently employs approximately 730 people . but this did not actually happen.
2471,neutral,numeric,The Group 's revenue in 20080 amounted to EUR 94 million and the company currently employs approximately 730 people .
2471,neutral,chardrop,The Group 's revenue in 2008 amounted  EUR 94 millio and the company currntly employs approximately 730 people .
248,positive,clean,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .
248,positive,synonym,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .
248,positive,negation,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers . but this did not actually happen.
248,positive,numeric,KESKO FOOD LTD PRESS RELEASE 401.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .
248,positive,chardrop,KESO FOOD LTD PRESS RELEASE 04.01.2006 A 13.00 Ksko Food Ltd is launching a major TV campaign o recruit as many as one hundre new K-food retailers .
3916,neutral,clean,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added ."
3916,neutral,synonym,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added ."
3916,neutral,negation,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added . but this did not actually happen."
3916,neutral,numeric,"The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added ."
3916,neutral,chardrop,"Te decision will have to be ade whether the group agrees to the import o Estonian meat and meat products to Finland , the papr aded ."
4436,neutral,clean,The company website is www.ahlstrom.com .
4436,neutral,synonym,The company website is www.ahlstrom.com .
4436,neutral,negation,The company website is www.ahlstrom.com . but this did not actually happen.
4436,neutral,numeric,The company website is www.ahlstrom.com .
4436,neutral,chardrop,The company website is www.ahlstrom.com .
2415,negative,clean,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''"
2415,negative,synonym,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''"
2415,negative,negation,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . '' but this did not actually happen."
2415,negative,numeric,"`` We see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . ''"
2415,negative,chardrop,"`` We se that the market coninues to e tight in magazine papers , and our target is to close the deals by the end of the year  ''"
4834,positive,clean,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 ."
4834,positive,synonym,"earnings for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 ."
4834,positive,negation,"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 . but this did not actually happen."
4834,positive,numeric,"Profit for the period totaled EUR 0.39 mn , up from EUR 33.9 mn in the corresponding period in 2006 ."
4834,positive,chardrop,"Profit for the period totaled EUR 394 mn , up fro UR 33.9 mn in the corresonding priod n 2006 ."
416,neutral,clean,A total of $ 78 million will be invested in the project .
416,neutral,synonym,A total of $ 78 million will be invested in the project .
416,neutral,negation,A total of $ 78 million will be invested in the project . but this did not actually happen.
416,neutral,numeric,A total of $ 7800 million will be invested in the project .
416,neutral,chardrop,A total of $ 78 illion will e nvested in the project .
468,positive,clean,One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .
468,positive,synonym,One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .
468,positive,negation,One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware . but this did not actually happen.
468,positive,numeric,One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .
468,positive,chardrop,One of my colleagues summed up te E7 quite aptly when he remarkd  `` antastic hardware .
1261,neutral,clean,"On preliminary estimate , the hotel will operate under the brand Novotel ."
1261,neutral,synonym,"On preliminary estimate , the hotel will operate under the brand Novotel ."
1261,neutral,negation,"On preliminary estimate , the hotel will operate under the brand Novotel . but this did not actually happen."
1261,neutral,numeric,"On preliminary estimate , the hotel will operate under the brand Novotel ."
1261,neutral,chardrop,"On preliminary estime , the otel wll opeate under the brand Novotel ."
764,positive,clean,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 ."
764,positive,synonym,"mn , and pretax earnings to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 ."
764,positive,negation,"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 . but this did not actually happen."
764,positive,numeric,"mn , and pretax profit to EUR 4.64 mn from EUR 35.8 mn in the third quarter of 2006 ."
764,positive,chardrop,"mn , and pretax pfit to ER 46.4 mn from EUR 35.8 mn in the third quarter of 2006 ."
3276,positive,clean,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business ."
3276,positive,synonym,"expansion was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business ."
3276,positive,negation,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business . but this did not actually happen."
3276,positive,numeric,"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business ."
3276,positive,chardrop,"Growth was strongest in F-Secue 's operator ISPs , mobile operators and cale operators business ."
230,positive,clean,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies ."
230,positive,synonym,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies ."
230,positive,negation,"Tim Cockroft brings with him an excellent track record having more than 18 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies . but this did not actually happen."
230,positive,numeric,"Tim Cockroft brings with him an excellent track record having more than 180 years experience ; moreover , Tim has successfully developed the Capital Markets operations at Kaupthing Singer & Friedlander involving corporate finance and broking with a focus on mid-market companies ."
230,positive,chardrop,"Tim Cockroft bings with him an excellent tak record having moe than 18 yeas expeience ; morever , Tim has successfully developed the Capital arkets peratins at Kaupthing Singer & Fredlander involving corpoate fiance and brokng with a ocus on mid-market ompanies "
3703,neutral,clean,"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia ."
3703,neutral,synonym,"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia ."
3703,neutral,negation,"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia . but this did not actually happen."
3703,neutral,numeric,"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia ."
3703,neutral,chardrop,"Apart from Nordea , als Ergo is competing for the position among the top three pension funds providrs in Estonia ."
132,neutral,clean,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur ."
132,neutral,synonym,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct reduced at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur ."
132,neutral,negation,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur . but this did not actually happen."
132,neutral,numeric,"- Among other Finnish shares traded in the US , Stora Enso closed 0.00 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur ."
132,neutral,chardrop,"- Among other Finnish shares traded in te US , Stora Enso closed 0.33 pct lower at 1.11 ur , UPM-Kymmene was up 0.28 p at 18.10 eur , and Meso was don 0.13 pct at 31.06 eur ."
2277,neutral,clean,The credit covers approximately 70 % of the ship 's price .
2277,neutral,synonym,The credit covers approximately 70 % of the ship 's price .
2277,neutral,negation,The credit covers approximately 70 % of the ship 's price . but this did not actually happen.
2277,neutral,numeric,The credit covers approximately 7000 % of the ship 's price .
2277,neutral,chardrop,he credit covers approximatey 70 % of the ship 's price 
681,positive,clean,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln ."
681,positive,synonym,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln ."
681,positive,negation,"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln . but this did not actually happen."
681,positive,numeric,"The company 's order book stood at 0.15 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln ."
681,positive,chardrop,"The company 's order book tood at 1.5 bln euro $ 2.2 bln o September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro  534.3 mln ."
4212,positive,clean,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''"
4212,positive,synonym,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''"
4212,positive,negation,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . '' but this did not actually happen."
4212,positive,numeric,"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''"
4212,positive,chardrop,"Emploees ae also beter prepared o answer clls , since they read ave detailed inoration about the caller before they anwr the phone . ''"
1421,positive,clean,"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs , where the company has two plants ."
1421,positive,synonym,"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs , where the company has two plants ."
1421,positive,negation,"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+®cs , where the company has two plants . but this did not actually happen."
1421,positive,numeric,"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 65000 new staffers to fulfill new orders in P+®cs , where the company has two plants ."
1421,positive,chardrop,"Finnish-ownd cotact manufacturer of electonis Elcoteq Hungary Kft has announced plans to recruit more han 650 ew staffers to fulfill new orders in P+®cs , where the company has two plants ."
2440,neutral,clean,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players ."
2440,neutral,synonym,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players ."
2440,neutral,negation,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players . but this did not actually happen."
2440,neutral,numeric,"The report goes on to provide detailed profiles of ten leading European specialty chemicals companies , and brief profiles of other major players ."
2440,neutral,chardrop,"The report gos on to rovide detailed proiles of ten leadin Euopan specialty chemicals companis , and brief profiles of other major plaers ."
2138,neutral,clean,Componenta will also offer a five-year subordinated loan for subscription by the public .
2138,neutral,synonym,Componenta will also offer a five-year subordinated loan for subscription by the public .
2138,neutral,negation,Componenta will also offer a five-year subordinated loan for subscription by the public . but this did not actually happen.
2138,neutral,numeric,Componenta will also offer a five-year subordinated loan for subscription by the public .
2138,neutral,chardrop,Componenta will aso ofer a five-year subordiated loan for subscription by th public .
2019,neutral,clean,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers ."
2019,neutral,synonym,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers ."
2019,neutral,negation,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers . but this did not actually happen."
2019,neutral,numeric,"The businesses to be divested offer dairy , edible fats , ready-meal and ice-cream packaging to multinational and local customers ."
2019,neutral,chardrop,"The busnesses to be divestd offer dairy , edible fat , ready-meal and ice-ream ackaging to multinational and local customers ."
2689,neutral,clean,1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .
2689,neutral,synonym,1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .
2689,neutral,negation,1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum . but this did not actually happen.
2689,neutral,numeric,0.10 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said today it has acquired the assets of sector player Stavebni Doprava a Mechanizace SDM in the Czech Republic for an undisclosed sum .
2689,neutral,chardrop,1 April 2011 - Finnish machinery rental company Ramirent Oyj HEL : RMR1V said tday it has acquired the assets of ector lyer Stvebni Doprava a Mechanzace SDM in the Cech Repubic for an undisclosed sum .
718,neutral,clean,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 ."
718,neutral,synonym,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 ."
718,neutral,negation,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 . but this did not actually happen."
718,neutral,numeric,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 400 , 2007 ."
718,neutral,chardrop,"The authorisaion is in forc until the nd of the next Annual General Meeting nd reps the athorisaton to acquire own hares given by the eneral Meeting held o April 4 , 007 ."
3601,neutral,clean,"Currently Glaston employs approximately 1,500 persons ."
3601,neutral,synonym,"Currently Glaston employs approximately 1,500 persons ."
3601,neutral,negation,"Currently Glaston employs approximately 1,500 persons . but this did not actually happen."
3601,neutral,numeric,"Currently Glaston employs approximately 0.10,500 persons ."
3601,neutral,chardrop,"Currenly Glaston employs aproximately 1,500 persons ."
3038,neutral,clean,The result before taxes was a loss of 25.0 million euros .
3038,neutral,synonym,The result before taxes was a deficit of 25.0 million euros .
3038,neutral,negation,The result before taxes was a loss of 25.0 million euros . but this did not actually happen.
3038,neutral,numeric,The result before taxes was a loss of 0.25 million euros .
3038,neutral,chardrop,The result before taxes as a loss f 25.0 million euros .
228,neutral,clean,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term ."
228,neutral,synonym,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term ."
228,neutral,negation,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 2007-2008 term . but this did not actually happen."
228,neutral,numeric,"Simmons Elected DCUC Chairman PORTSMOUTH , N.H.-Gordon A. Simmons , CEO of Service Credit Union , has been elected chairman of the Defense Credit Union Council for the 200.70-2008 term ."
228,neutral,chardrop,"Simmons Elected DUC Chairman PORTSMOTH , N.H.-Gordon A. Simmons , CEO of Service Cedit Union , has been elected chairman of the Defense Credi Union Council for the 2007-200 term ."
2181,positive,clean,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki ."
2181,positive,synonym,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki ."
2181,positive,negation,"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki . but this did not actually happen."
2181,positive,numeric,"Markets had been expecting a poor performance , and the company 's stock was up 0.60 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki ."
2181,positive,chardrop,"Makets hd been execting a poor performnce , and th company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading i Helsinki ."
