sentence_en,sentence,label_text,label
"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",最初合同设想建造三艘渡轮，并有额外建造两艘的选项，总价值进一步确认为500百万欧元（645.8百万美元）。,positive,2
"Of these shares 29,659,239 are held by the Company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322,705,218 .","这些股份中，29,659,239股由公司或其子公司持有，因此已发行股份和附带的投票权总数为322,705,218股。",neutral,1
"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",Helsingin晚报、万塔新闻和拉恩维耶拉合共发行量达到约38.5万份，或大于赫尔辛基大都市区消费者总数的40%。,positive,2
"- Inge Larsen (CFO), 29,045 shares , representing 0.50 % of the share capital .","- 布宁·拉尔森（首席财务官），持有29,045股，占股本的0.50%。",neutral,1
The new B shares carry the right to dividend and other shareholder rights with effect from today .,新的B股从今天起享有分红和其他股东权利。,neutral,1
"( ADP News ) - Jan 27 , 2009 - Finnish industrial machinery company Vaahto Group Ltd Oyj ( HEL : WAT1S ) said today that its subsidiary Vaahto Ltd would cut 15 jobs in Finland .",(ADP新闻) - 2009年1月27日 - 芬兰工业机械公司Vaahto集团有限公司（赫尔辛基证券交易所代码：WAT1S）今天宣布，其子公司Vaahto有限公司将在芬兰裁减15个职位。,negative,0
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,2008年1月至12月的经营活动产生的现金流量为负1810万欧元，而2007年对应期间为正3900万欧元。,negative,0
"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",只有这一次，诺基亚，印度最大的跨国公司，寻求了一个能够激发成千上万种方法的主题“新兴市场中的创造力”。,neutral,1
"The opportunity will be available only for few employees , however .",机会仅对少数员工可用。,neutral,1
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",为了确保无线网络的低运营成本，BTS模块可以远程配置、软件升级和诊断。,positive,2
`` We are selling an information systems development business to the Finns .,我们正在将一个信息系统开发业务出售给芬兰人。,neutral,1
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,芬兰自动化解决方案开发商Cencorp Corporation（ OMX赫尔辛基证券交易所：CNC1V ）于周五（6月27日）宣布，已完成关于其运营重组的员工谈判。,positive,2
"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US .",该公司净销售额中，38%来自芬兰，21%来自其他欧洲国家，40%来自亚洲，1%来自美国。,neutral,1
"Tecnomen 's solution can be used for prepaid and post-paid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",Tecnomen的解决方案可以用于预付费和后付费计费，语音和视频通话、数据流量以及任何形式的内容服务在移动和固定网络中的收费和计费。,neutral,1
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",基于其独特的纤维专长和创新的方法，该公司在其运营的多个业务领域拥有强有力的竞争地位。,positive,2
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",在向赫尔辛基股票交易所的单独公告中，Atria 公布该公司第三季度利润从去年同期的 1390 万欧元下降至今年第三季度的 1270 万欧元。,negative,0
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",以色列有线网络运营商HOT Telecom已选择国际技术集团Teleste为其在以色列的独家FTTx设备供应商，据Teleste今日宣布。,positive,2
The fund at fair value will increase correspondingly .,公允价值计量的基金将相应增加。,positive,2
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",芬兰的Elcoteq SE是一家私营的电子制造服务提供商，为通信公司服务，该公司周四宣布与通信设备公司Andrew Corp.签署了一份长期的制造供应协议。,positive,2
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",税前利润为8080万欧元，而2009年对应时期亏损1310万欧元。,positive,2
"Metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour .","Metsو will提供一台日处理干固体量为6,800吨的回收锅炉和一个包含六个热力阶段、每小时蒸发量为1,600吨的蒸发装置。",neutral,1
The price of GMO soy is 5 % -7 % lower than that of non-GMO .,GMO大豆的价格比非转基因大豆低5%-7%。,neutral,1
"shock phase ' , consumers have once again started to plan and implement building projects .",冲击阶段后，消费者再次开始规划和实施建筑项目。,neutral,1
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",Body ES Vostok还拥有MosenergosbytBody（RTS：MSSB）（50.9%）、Altaienergosbyt（100%）、SaratovenergoBody（RTS：SARE）（48.36%）和Tambov Power Sales CompanyBody（RTS：TASB）（49.01%）的股权，所有这些它都是从配电平衡中获得的。,neutral,1
"Operating loss before non-recurring items was EUR 0.9 mn , compared to a profit of EUR 11.5 mn in 2008 .",运营亏损（不包括非经常性项目）为90万欧元，而2008年为盈利1150万欧元。,negative,0
"So far , Mr. Galvan he has been able to avoid laying off workers .",到目前为止，加万先生已经成功避免了裁员。,positive,2
"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .","Thames Gateway 地区购买价值3亿英镑的地块将提供超过1,200套住房。",neutral,1
"Divisional sales demand in the half remained `` inconsistent '' , it added .",该部门在半财年内的销售需求仍然“不一致”，它补充道。,negative,0
"The tower it chose to add , due to go into operation in the summer , will increase total capacity to 80 broadsheet or 160 tabloid pages , with the ability to run 32 - and 48-page products side by side .",它选择增加的这座塔，计划在夏季投入运营，将总产能提高到80个全页或160个对开页，具备同时运行32页和48页产品的能力。,positive,2
In return the New York-based private equity firm will receive a 51 % stake in the Latvian IT and telecom group .,作为回报，这家总部位于纽约的私募股权公司将获得拉脱维亚IT和电信集团51%的股权。,neutral,1
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",系统蒂米的销售和项目资源也将得到加强，董事保罗·斯科格伯说。,positive,2
"Stockholm-based Nordea Bank ( STO : NDA ) said yesterday it had hired Casper von Koskull to lead its corporate merchant banking and capital markets unit , effective 1 September .",斯德哥尔摩 headquartered Nordea 银行（STO：NDA）昨日宣布，已聘请卡斯帕·冯·科斯克尔领导其公司银行和资本市场部门，生效日期为9月1日。,neutral,1
"Thus the group 's balance sheet will have about EUR 25.8 million of goodwill , the company added .",因此，该集团的资产负债表将有约2580万欧元的商誉，该公司补充道。,neutral,1
"The last quarter was the best quarter of 2009 in net sales , and the operating margin rose to 12.2 % .",最后一个季度是2009年净销售额最好的一个季度，营业利润率上升至12.2%。,positive,2
"According to Laavainen , Raisio 's food marketing used to be reactive and inconsistent .",拉亚万宁认为，莱西奥的食品营销过去一直反应迟缓且不一致。,negative,0
Uponor has initiated actions to attempt to recover the cost of the replacement program from the supplier of the clamps as well as its insurance company .,Uponor已采取行动试图从夹具供应商及其保险公司那里收回更换计划的成本。,neutral,1
"8,600 m , and at the time of investment it is fully leased to several tenants .","8,600平方米，且在投资时已全部出租给多个租户。",neutral,1
`` I see my new post as an inspiring challenge .,我将我的新职位视为一个鼓舞人心的挑战。,neutral,1
"The gross area of eight houses will be 12,167 m2 .","八栋房屋的建筑面积为12,167平方米。",neutral,1
This release is not an offer of securities for sale into the United States or elsewhere .,本公告不构成向美国或其他任何地方销售证券的要约。,neutral,1
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,CapManHaavisto将负责集团财务、会计和IT。,neutral,1
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",订单还涵盖了设计服务、硬件、软件许可以及六年的维护服务。,neutral,1
The investment would be some EUR5m .,投资将是大约500万欧元。,neutral,1
"Our customers include companies in the energy and process industry sectors , in particular .",我们的客户包括能源和过程工业sector的公司，特别是。,neutral,1
Viking Line has canceled some services .,维京渡轮取消了一些服务。,negative,0
"It holds 38 percent of Outokumpu 's shares and voting rights , but in 2001 lawmakers gave it permission to reduce the stake to 10 percent .",它持有奥托昆普公司38%的股份和投票权，但2001年立法者给了它减少持股至10%的许可。,neutral,1
Self-service and automation are in a bigger role now and Fujitsu 's global resources will be exploited effectively .,自助和服务自动化的作用更大了，富士通将有效利用其全球资源。,positive,2
The iPad application joins the iPhone app as part of Monster 's range of mobile applications for job hunting .,iPad应用程序作为Monster公司求职移动应用系列的一部分，与iPhone应用程序一同推出。,neutral,1
The value of the confirmed aircraft orders totals EUR 2bn .,确认的飞机订单价值总计20亿欧元。,neutral,1
"The poorest index figure was given to Finnish power company Fortum , 4.5 .",芬兰电力公司Fortum获得了最差指数值，为4.5。,negative,0
"( ADP News ) - Dec 11 , 2008 - Finnish construction and engineering company Outotec Oyj ( OMX : OTE1V ) said today it won a EUR 28 million ( USD 36.8 m ) order to expand the phosphate concentrator in Siilinjarvi of Norwegian minera",(ADP新闻) - 2008年12月11日 - 芬兰建筑和工程公司欧图泰Oyj（ OMX：OTE1V）今日宣布，该公司赢得了一份价值2800万欧元（3680万美元）的订单，用于扩大挪威矿业公司在西林贾里维的磷酸盐浓缩器。,positive,2
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",原材料铝的价格在2005年末上涨了，但公司认为2006年的前景是乐观的。,positive,2
"However , the broker gave an `` outperform '' recommendation on the stock .",然而，经纪人对该股票给出了“跑赢大市”的评级。,positive,2
"National Conciliator Juhani Salonius , who met both parties on Wednesday , said they were too far apart in their views for him to propose mediation .",National调停人朱汉尼·萨卢尼在星期三会见过双方后表示，他们在观点上相去甚远，他无法提出调解建议。,negative,0
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,船厂希望安达卢西亚地区的政府能为其提供某种形式的财政支持。,neutral,1
facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,里加2010年3月8日 - 来自芬兰的建筑公司YIT Oyj HEL：YTY1V 今日表示，该公司将负责建造里加一座塔楼建设项目中的框架和外墙。,neutral,1
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",董事会成立了薪酬委员会，成员如下：- Sari Baldauf 主席 - Tapio Hintikka - Heikki Westerlund 另外，董事会决定稍后任命一个提名委员会。,neutral,1
"Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications .",Vacon计划在2010年底在全球各地建立其在太阳能业务中的存在，营销总监可利·泰瓦如是说。,neutral,1
"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards .",电影系列的第一期以对芬兰发明家奥瓦利·林德恩的个人艺术旅程及其在菲斯卡斯的工作所获得的数十项设计奖的介绍作为结尾。,neutral,1
"In Finland , the corresponding service is Alma Media 's Etuovi.com , Finland 's most popular and best known nationwide online service for home and property sales .",在芬兰，相应的服务是阿尔玛媒体的Etuovi.com，这是芬兰最受欢迎和最知名的全国性在线房产销售服务。,neutral,1
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",它将由诺基亚运营，并由其Nokia NetAct网络和服务管理系统支持。,neutral,1
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",鲁克基的交付包括克雷科伊吊桥的钢结构及其安装，以及桥梁基础的钢桩。,neutral,1
"In September 2010 , the Finnish group agreed to buy Danish company Rose Poultry A-S for up to EUR23 .9 m in a combination of cash and stock .",2010年9月，芬兰集团同意以最多23.9百万欧元的价格收购丹麦公司Rose Poultry A/S，交易将以现金和股票相结合的方式进行。,positive,2
"In Finland , snow storms brought trees down on power lines , cutting off electricity for some 2,000 households .",在芬兰，暴风雪导致树木倒在电线上，切断了大约2000个家庭的电力供应。,negative,0
"In addition to Russia , we now seek additional growth in Ukraine .",除了俄罗斯，我们在乌克兰现在也寻求额外的增长。,positive,2
"Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands .",此外，邦吉还将签署有关Sununtai和卡尔沙姆奶业品牌的许可协议。,positive,2
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",在报告期，公司的营业利润增长了43.2%，达到600万欧元。,positive,2
Net sales of the Lehdentekijat unit was approximately EUR 14 million in 2007 and it had 70 employees .,Lehdentekijat 单元的净销售额在2007年约为1400万欧元，员工人数为70人。,neutral,1
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,Aspo的集团结构和业务运营不断开发，没有预先定义的时间表。,neutral,1
A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,A. Le Coq 的市场份额为41.3%，而竞争对手饮料集团Saku的市场份额为32.1%。,neutral,1
EUR 152.4 mn of this was net interest income .,这当中有152.4百万欧元是净利息收入。,neutral,1
`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,我们很高兴为美国的一家大型零售公司交付Basware发票自动化解决方案。,positive,2
The training modules aim at strengthening the public accounting abilities and fulfilling communal project management .,培训模块旨在加强公共会计能力并完成社区项目管理。,positive,2
The company has an annual turnover of EUR32 .8 m.,该公司年营业额为32.8百万欧元。,neutral,1
"It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",它生产各种移动设备，包括服务和软件，使人们能够体验音乐、导航、视频、电视、成像、游戏和商务移动。,neutral,1
"HKScan is one of the leading food companies in northern Europe with homemarkets in Finland , Sweden , the Baltic countries and Poland .",HKScan是北欧地区领先的食物公司，其本土市场包括芬兰、瑞典、波罗的海国家和波兰。,neutral,1
The company may at any time have in its possession one tenth of all its shares at the maximum .,该公司在任何时候最多可以持有其全部股份的十分之一。,neutral,1
It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .,它还正在争取在CapMan的董事会中占有一席之地——这一进程得到了CapMan管理层的支持。,neutral,1
"Both operating profit and sales for the three-month period increased , respectively from EUR0 .3 m and EUR13 .1 m , as compared to the corresponding period in 2005 .",三个季度的经营利润和销售收入分别从30万欧元和131万欧元增加，相比2005年对应时期。,positive,2
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,卡里·斯塔迪赫先生将继续担任董事会主席，马蒂·阿特韦先生将担任副主席。,neutral,1
"Juha Jordan , chief engineer at Glaston , said one of the reasons for choosing Vacon as a global AC drives supplier is that it has service and support centres in the same countries where Glaston operates .",Juha Jordan， Glasdon 的首席工程师表示，选择 Vacon 作为全球 AC 驱动器供应商之一的原因之一是，Vacon 在 Glasdon 运营的同一国家设有服务和支持中心。,positive,2
As a consequence of the merger the number of administration personnel at the factories will be reduced by six .,由于合并，工厂的行政人员将减少六人。,neutral,1
"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .",圣弗朗西斯科（市场观察）——诺基亚公司，全球最大的手机制造商，据周一媒体报道，在拉斯维加斯消费电子展上推出了高端折叠薄型手机。,neutral,1
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,本次行动的目的是确保公司今年及未来一段时间的成本效益。,positive,2
"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml .",普罗林加斯有可调单通道和多通道型号，以及固定体积单通道型号，体积范围从0.1微升到10毫升。,neutral,1
Nordea Pankki Suomi Oyj 's ownership in Stonesoft Corporation has decreased below 1-20 .,诺德银行芬兰有限公司对斯诺软公司的持股已低于1-20。,neutral,1
"In the Baltic states the company reports net sales of EUR 11.9 mn , down from EUR 14.2 mn , and an operative EBIT of EUR -2.2 mn , down from EUR -1.7 mn .",在波罗的海国家，该公司报告净销售额为1190万欧元，较上年同期的1420万欧元下降，营业EBIT为-220万欧元，较上年同期的-170万欧元下降。,negative,0
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,Ahlstrom的股票在纳斯达克 OMX 赫尔辛基交易所报价。,neutral,1
The profit after taxes was EUR 57.7 11.1 million .,税后利润为57.7111百万欧元。,neutral,1
"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .",上半年经营利润从2100万欧元下降，而净销售额从4亿3690万欧元增加，相比2007年同期。,negative,0
"Theodosopoulos said Tellabs could be of value to Nokia Siemens or Nortel given its `` leading supply status '' with Verizon , along with high-growth products .",Theodosopoulos表示，考虑到Tellabs在Verizon方面的“领先供应地位”以及其高增长产品，Tellabs对诺基亚西门子或北电 Networks来说可能具有价值。,positive,2
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",该销售将在2010年第二季度为奥里奥拉-KD带来约6000万欧元的收益，支持该公司专注于制药批发和零售业务的战略。,positive,2
"Managing Director 's comments : `` Net sales for the first quarter were notably lower than a year before , especially in Finland , Russia and the Baltic countries .",总经理评论：“第一季度的净销售额比去年同期明显较低，尤其是在芬兰、俄罗斯和波罗的海国家。”,negative,0
Results are expected late in 2006 .,结果预计将在2006年底公布。,neutral,1
"MANAVIGATOR-September 7 , 2010-Kemira unveils Indian JV with IVRCL Finnish chemicals group Kemira ( HEL : KRA1V ) on Tuesday announced it has inked a deal to form a joint venture in India with local construction firm IVRCL Infrastructure and Projects Ltd ( BOM :530773 ) .",MANAVIGATOR-2010年9月7日-凯米拉宣布与印度建筑公司IVRCL基础设施及项目有限公司（BOM：530773）成立合资企业。芬兰化学品集团凯米拉（HEL：KRA1V）于周二签署了此项协议。,positive,2
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",该公司表示，其主要市场的纸张需求均有所增加，包括出版用纸，并将平均纸张价格提高了4个百分点，相比去年。,positive,2
Satama and Trainers ' House will remain as names and independent brands of the business areas .,Satama和训练师之家将继续作为业务领域的名称和独立品牌。,neutral,1
"Additionally , the company will terminate a maximum nine salaried and senior salaried employees ' employment contracts .",此外，公司将终止最多九名月薪制和高级月薪制员工的劳动合同。,negative,0
"LLC , a voice and data management solution provider to wireless companies with operations worldwide , will be transferring its U.S. deployment operations to the Finnish mobile giant , which includes civil works and site acquisition services .",LLC，一家为全球无线公司提供语音和数据管理解决方案的服务商，将把其在美国的部署运营转移到芬兰的移动巨头，这包括土建工程和服务站点获取服务。,neutral,1
"Loudeye Corp. , up $ 2.56 at $ 4.33 Nokia Corp. , down 10 cents at $ 19.46 Nokia agreed to buy the digital music distributor for $ 60 million .",Loudeye 公司，上涨 2.56 美元至 4.33 美元。诺基亚公司，下跌 10 美分至 19.46 美元。诺基亚同意以六千一百万美元收购这家数字音乐分销商。,neutral,1
"In addition , MIDs are always online and enable full Internet browsing .",此外，MIDs始终在线并支持完整的互联网浏览。,neutral,1
"It includes the company 's new , highly powerful , compact and scalable Flexi Multiradio 10 Base Station .",它包括公司的新型高效紧凑可扩展的Flexi Multiradio 10 基站。,neutral,1
"Ruukki Romania , the local arm of Finnish metal producer Ruukki , increased its capital by 900,000 euro ( $ 1.14 mln ) through cash contribution , it was reported on September 19 , 2006 .",2006年9月19日报道称，芬兰金属生产商鲁克基罗马尼亚分公司通过现金出资将资本增加了90万欧元（114万美元）。,positive,2
"So , at the present time Nokian tires had the contract of tires production in China .",现在，诺基亚轮胎在中国拥有轮胎生产合同。,neutral,1
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",其产品组合包括收割机、 forwarders 、收割头，以及起重机和装载机。,neutral,1
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",根据协议，Larox 将从即日起于2007年1月1日向Etteplan转移10名工程和与交付项目及产品维护相关的文档员工。,neutral,1
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",该公司还将出售洛德阿克和圣马塞尔的仓库和办公楼，并在莫维尔尔斯租赁新的联合办公场所用于这些业务。,neutral,1
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",专业和消费者应用包括个人导航、个人安全、现场和工作流管理以及资产跟踪。,neutral,1
Cash flow from operating activities is estimated to be positive .,经营活动产生的现金流量预计为正。,positive,2
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,芬兰电力公司Fortum报告称，其2007年生成的电力中有89%未产生二氧化碳排放。,neutral,1
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",我们根据索莱尔的技术要求量身定制了解决方案，结果既实现了成本效益的生产，也提供了最高质量的反射镜。,positive,2
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,Mumbai 和赫尔辛基之间的额外航班是由亚洲和欧洲之间强劲的交通需求决定的。,positive,2
"He joins Technopolis from KONE where he has held various positions within the Group , most recently as Director of Service Business and Business Development for KONE s Middle Eastern operations .",他从KONE加入Technopolis，在KONE集团担任过多个职位，最近担任KONE中东地区服务业务和业务发展总监。,neutral,1
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .","自定向增发股份注册以来，Panostaja公司的新股本和投票权数量为41,733,110股。",neutral,1
"The total size of the complex is around 25,000 m2 and the project will be constructed in stages .","该综合体的总面积约为25,000平方米，项目将分阶段建设。",neutral,1
No financial details were disclosed .,没有披露任何财务细节。,neutral,1
The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative .,整个2008财政年度的净销售额将低于2007年，营业利润预计为负。,negative,0
And U.S. energy executives say high steel prices are threatening energy exploration .,并且美国能源高管表示，高钢价正威胁着能源勘探。,negative,0
"According to Olvi , the company is already negotiating new agreements .",据奥利维透露，公司已经开始了新的协议谈判。,neutral,1
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",我们尊重他们的决定……讨论现在结束，”阿尔玛媒体的首席执行官凯·特兰ne说。,neutral,1
The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting .,董事会关于发行期权权利的提案将与此次会议通知中董事会的提案一致。,neutral,1
"Lule+Ñ municipality has awarded YIT a 2-year contract , for property management of about one third of the municipality 's properties , with a total area of 140,000 sq. metres .","吕勒奥市已授予YIT一份为期两年的合同，负责管理该市约三分之一的物业，总面积为140,000平方米。",positive,2
Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,芬兰企业软件集团AffectoGenimap Oyj宣布，其截至2006年前三季度的净利润较去年同期下降了一半，从200.5万欧元（280万美元）降至120万欧元（150万美元）。,negative,0
Residents access to the block is planned to be from Aleksandri Street .,居民计划通过亚历山德里街进入该街区。,neutral,1
"However , the net sales declined to EUR 803.6 million from EUR 1.2 billion .",然而，净销售额从12亿欧元下降到8.036亿欧元。,negative,0
"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a",(ADP新闻) - 2010年2月3日 - 基于芬兰的钢铁制造商拉塔鲁基 Oyj（HEL：RTRKS），或鲁克基，今天表示，该公司第四季度的税前亏损超出预期，达到4600万欧元（6450万美元），而上年同期为盈利。,negative,0
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",PGE贝热沃瓦运营着4.44 GW的贝热沃瓦燃煤发电厂，而富腾有意与另一家芬兰电力公司特尔西卢奥南维玛有限公司（TVO）联合，在他们共同拥有的565 MW梅里-波里燃煤设施启动一项碳捕集与封存示范项目。,neutral,1
The Finnish company claims to have over a quarter of a million contented Tulikivi fireplace business and homeowners worldwide .,芬兰公司声称在全球拥有超过二十五万满意的Tulikivi壁炉业务和房主。,neutral,1
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",该决定反映了生产线利用率不足的情况，该生产线生产用于医疗、擦拭产品以及汽车行业的非织造布。,neutral,1
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia -® 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,Nordic商业报告-2006年6月26日-梅德斯公司赢得澳大利亚5000万欧元设备订单 -® 1998-2006 M2通讯有限公司 芬兰工程和技术集团梅德斯公司于周一（2006年6月26日）宣布，该公司已收到一笔来自澳大利亚的5000万欧元设备订单。,positive,2
"( ADPnews ) - Oct 21 , 2009 - Finland-based IT consultancy Tieto Oyj ( HEL : TIE1V ) said today its net profit plunged to EUR 29.4 million ( USD 43.9 m ) for the first nine months of 2009 from EUR 58.7 million for the same period o",(ADP新闻) - 2009年10月21日 - 基于芬兰的IT咨询公司Tieto Oyj（HEL：TIE1V）今日宣布，该公司截至2009年前三季度的净利润骤降至2940万欧元（约合4390万美元），而去年同期为5870万欧元。,negative,0
The first ship has been delayed and is estimated to be completed in spring 2010 .,第一艘船已经延误，预计将在2010年春季完成。,negative,0
"Body The credit falls due February 24 , 2014 .",信用在2014年2月24日到期。,neutral,1
"The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance , in the maximum .",纳入该计划并获得任何收益的前提是关键员工需按照董事会事先确定的数额收购Aspo股份，且为最大额度。,neutral,1
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,2009年11月30日，芬兰办公家具制造商马特拉Oyj HEL：MARAS今日宣布，公司将裁员三人，并永久性地辞退九名办公室员工和工厂工人。,negative,0
"Mr. Atul Chopra , Chief Operating Officer & President , Tecnotree elaborated '' I am eager to see the continued success of the former Tecnomen , bringing Lifetree product to MENA , under the Tecnotree umbrella .",Atul Chopra， Tecnotree的首席运营官兼总裁，阐述道：“我热切期待former Tecnomen 的持续成功，并在Tecnotree的旗下推出Lifetree产品，特别是在中东和北非地区。”,neutral,1
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",零售连锁Suomen L+nhikauppa被赋予指数5.8，航空公司SAS 5.8，TeliaSonera的宽带6.1，德国零售连锁Lidl 6.1，Tele Finland的移动订阅数6.1，塔林航运公司6.3，以及电力公司赫尔辛基能源6.3。,neutral,1
Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .,芬兰Vacon已与挪威Scandinavian Electric Systems（SES）签署了一份重要的供货协议，供应AC驱动器。,positive,2
